                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211205"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                               center_n14                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     620                                      664                  1.2853081493455595E+004                  1.8020199402662809E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999993423972644E-001                  9.9999979430948593E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993423972644E-001                  9.9999979430948593E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.3716953927315032E+000                 -7.5962812217796667E+001                 -1.9470039705150718E+001                 -4.3716953927315023E+000                 -4.3716953930404143E+000                 -1.3519645813287980E+001                 -7.5962812217796667E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0683660510588320E+000                  4.0896275591472238E+000                  1.4313405139085749E+000                  2.6543895716436001E+000                 -3.4381761485948313E-006                  1.3701894160205239E+001                 -1.2114594332448427E+000                  6.7453846925824319E+000                  5.9281444447798082E-001                  8.7970426389927081E-001                  1.2202349248197790E+000                  7.5939999999867902E-001                  2.4037441660173428E-001                  3.4416073257056085E-005                  9.3604492797731665E-005                  1.0081585205318561E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999986589E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     625                                      666                  1.3174368010725046E+004                  1.8118458732280205E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999994379449264E-001                  9.9999981908091617E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999994379449264E-001                  9.9999981908091617E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2572946133882219E+000                 -7.5007333580216127E+001                 -2.0169009709486737E+001                 -4.2572946133882219E+000                 -4.2572946139361632E+000                 -1.3156345005830397E+001                 -7.5007333580216127E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0760057926481164E+000                  4.0925947260392634E+000                  1.4175446141760253E+000                  2.6819813711086993E+000                 -3.2225281568659448E-006                  1.3752613037930598E+001                 -1.1735671608663614E+000                  6.7581844279300407E+000                  5.9281444426322272E-001                  8.7970426389912615E-001                  1.2202349248202096E+000                  7.5939999999824526E-001                  2.4037441660173423E-001                  3.4416073257056085E-005                  9.3604492797731665E-005                  1.0081585205318570E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999982041E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     630                                      666                  1.3502919358401410E+004                  1.8214513800575891E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999995166312361E-001                  9.9999984090909810E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999995166312361E-001                  9.9999984090909810E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.1437079550405240E+000                 -7.4060503914093857E+001                 -9.8999999999999986E+001                 -4.1437079550405240E+000                 -4.1437079560070549E+000                 -1.2796276818132215E+001                 -7.4060503914093857E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0836320548311358E+000                  4.0955595598472270E+000                  1.4037745067139684E+000                  2.7095215860328130E+000                 -3.0273691617988286E-006                  1.3803301589087782E+001                 -1.1357093106979634E+000                  6.7709860428230346E+000                  5.9281444416057538E-001                  8.7970426389893541E-001                  1.2202349248207773E+000                  7.5939999999767360E-001                  2.4037441660173428E-001                  3.4416073257056092E-005                  9.3604492797731665E-005                  1.0081585205318585E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999975984E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     635                                      666                  1.3838763427083977E+004                  1.8309587920826020E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999995728357427E-001                  9.9999985997127805E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999995728357427E-001                  9.9999985997127805E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.0309812234492020E+000                 -7.3122590610614182E+001                 -9.8999999999999986E+001                 -4.0309812234492020E+000                 -4.0309812251443740E+000                 -1.2439551759164443E+001                 -7.3122590610614182E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0912404279051851E+000                  4.0985054024025223E+000                  1.3900306818435180E+000                  2.7370092357737144E+000                 -2.8505317493773061E-006                  1.3853933943552553E+001                 -1.0979035008371008E+000                  6.7837814302760249E+000                  5.9281444417658846E-001                  8.7970426389868495E-001                  1.2202349248215227E+000                  7.5939999999692220E-001                  2.4037441660173428E-001                  3.4416073257056058E-005                  9.3604492797731665E-005                  1.0081585205318617E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999967901E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     640                                      667                  1.4182027980331517E+004                  1.8404633605435077E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999996290402515E-001                  9.9999987669915436E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999996290402515E-001                  9.9999987669915436E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.9191261985495269E+000                 -7.2193870872950839E+001                 -1.9566949718158774E+001                 -3.9191261985495265E+000                 -3.9191262015054358E+000                 -1.2086219413960448E+001                 -7.2193870872950839E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0988286529921885E+000                  4.1014176778816953E+000                  1.3763103694090968E+000                  2.7644498606425563E+000                 -2.6891917236824301E-006                  1.3904502238386035E+001                 -1.0601491195268049E+000                  6.7965644782377108E+000                  5.9281444418847762E-001                  8.7970426389835621E-001                  1.2202349248225013E+000                  7.5939999999593633E-001                  2.4037441660173428E-001                  3.4416073257055990E-005                  9.3604492797731665E-005                  1.0081585205318692E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999957314E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     645                                      667                  1.4532926956557627E+004                  1.8499959636275951E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999996740038577E-001                  9.9999989154477875E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999996740038577E-001                  9.9999989154477875E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.8081247603907258E+000                 -7.1274120511830546E+001                 -9.8999999999999986E+001                 -3.8081247603907262E+000                 -3.8081247655155992E+000                 -1.1736225953804595E+001                 -7.1274120511830546E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1063963691147762E+000                  4.1042842861210111E+000                  1.3626082412835792E+000                  2.7918541168935915E+000                 -2.5411717104329465E-006                  1.3955012951638004E+001                 -1.0224385806393681E+000                  6.8093400244170583E+000                  5.9281444416285989E-001                  8.7970426389792578E-001                  1.2202349248237832E+000                  7.5939999999464525E-001                  2.4037441660173428E-001                  3.4416073257055841E-005                  9.3604492797731665E-005                  1.0081585205318861E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999943210E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     650                                      668                  1.4891568118847035E+004                  1.8594840546722087E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999997021061104E-001                  9.9999990449360388E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999997021061104E-001                  9.9999990449360388E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.6979929584313327E+000                 -7.0363436531880865E+001                 -9.8999999999999986E+001                 -3.6979929584313331E+000                 -3.6979929672655558E+000                 -1.1389608919016428E+001                 -7.0363436531880865E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1139410114237727E+000                  4.1070942083733408E+000                  1.3489239177917516E+000                  2.8192227638772471E+000                 -2.4052246686937733E-006                  1.4005454991323418E+001                 -9.8478711245634054E-001                  6.8221018872232326E+000                  5.9281444419543983E-001                  8.7970426389736367E-001                  1.2202349248254576E+000                  7.5939999999295837E-001                  2.4037441660173428E-001                  3.4416073257055516E-005                  9.3604492797731665E-005                  1.0081585205319244E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999924771E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     655                                      668                  1.5258096280126110E+004                  1.8688856158677165E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999997414492658E-001                  9.9999991594475623E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999997414492658E-001                  9.9999991594475623E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.5887446755350210E+000                 -6.9462030394856754E+001                 -1.8788798467775131E+001                 -3.5887446755350210E+000                 -3.5887446906739213E+000                 -1.1046434665740831E+001                 -6.9462030394856754E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1214608443486664E+000                  4.1098381746060415E+000                  1.3352562350583135E+000                  2.8465581293441229E+000                 -2.2793225755693995E-006                  1.4055818458092345E+001                 -9.4720461863932515E-001                  6.8348485736281930E+000                  5.9281444420694107E-001                  8.7970426389663059E-001                  1.2202349248276407E+000                  7.5939999999075891E-001                  2.4037441660173431E-001                  3.4416073257054791E-005                  9.3604492797731706E-005                  1.0081585205320096E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999900382E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     660                                      668                  1.5632631256864799E+004                  1.8782665806371568E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999997751719705E-001                  9.9999992603273313E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999997751719705E-001                  9.9999992603273313E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.4804027292471651E+000                 -6.8569872217833407E+001                 -9.8999999999999986E+001                 -3.4804027292471651E+000                 -3.4804027550364229E+000                 -1.0706748214799983E+001                 -6.8569872217833407E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1289534299407631E+000                  4.1125082199359815E+000                  1.3216060865390904E+000                  2.8738584263825691E+000                 -2.1595889985421720E-006                  1.4106089166051412E+001                 -9.0969948989724780E-001                  6.8475788880620909E+000                  5.9281444418084828E-001                  8.7970426389567669E-001                  1.2202349248304818E+000                  7.5939999998789709E-001                  2.4037441660173431E-001                  3.4416073257053178E-005                  9.3604492797731706E-005                  1.0081585205321978E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999868461E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     665                                      670                  1.6015387761314960E+004                  1.8877673347632740E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998004640012E-001                  9.9999993487830574E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998004640012E-001                  9.9999993487830574E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.3729616854101754E+000                 -6.7686932491916266E+001                 -9.8999999999999986E+001                 -3.3729616854101754E+000                 -3.3729617290849476E+000                 -1.0370515368715457E+001                 -6.7686932491916266E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1364180019287087E+000                  4.1150985575887367E+000                  1.3079721113895775E+000                  2.9011263766815949E+000                 -2.0454262348257098E-006                  1.4156266226329439E+001                 -8.7226904014051565E-001                  6.8602890104433856E+000                  5.9281444419377927E-001                  8.7970426389443812E-001                  1.2202349248341702E+000                  7.5939999998418106E-001                  2.4037441660173439E-001                  3.4416073257049648E-005                  9.3604492797731692E-005                  1.0081585205326107E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999826574E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     670                                      672                  1.6406611735840157E+004                  1.8972103679941608E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998201355789E-001                  9.9999994263832359E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998201355789E-001                  9.9999994263832359E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2664087678507410E+000                 -6.6813138622900638E+001                 -1.8964889726830812E+001                 -3.2664087678507410E+000                 -3.2664088413856622E+000                 -1.0037699485753199E+001                 -6.6813138622900638E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1438543940935659E+000                  4.1176052660647260E+000                  1.2943526812978570E+000                  2.9283652368650359E+000                 -1.9362020315165589E-006                  1.4206353091585587E+001                 -8.3490989318224018E-001                  6.8729796367091902E+000                  5.9281444419363971E-001                  8.7970426389283252E-001                  1.2202349248389510E+000                  7.5939999997936491E-001                  2.4037441660173456E-001                  3.4416073257041943E-005                  9.3604492797731692E-005                  1.0081585205335100E-005                  3.4416073257056078E-005                  9.3604492797731746E-005                  9.1127999999771756E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     675                                      674                  1.6806431513061674E+004                  1.9066924177309841E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998426173820E-001                  9.9999994948441862E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998426173820E-001                  9.9999994948441862E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.1607640019075016E+000                 -6.5948577833970276E+001                 -1.8119791686816555E+001                 -3.1607640019075012E+000                 -3.1607641249898619E+000                 -9.7083525578460410E+000                 -6.5948577833970276E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1512600535876238E+000                  4.1200250720047968E+000                  1.2807512652797775E+000                  2.9555680689011949E+000                 -1.8277263897301255E-006                  1.4256336618552359E+001                 -7.9763252663232076E-001                  6.8856478914063635E+000                  5.9281444419574181E-001                  8.7970426389075662E-001                  1.2202349248451336E+000                  7.5939999997313667E-001                  2.4037441660173492E-001                  3.4416073257025287E-005                  9.3604492797731692E-005                  1.0081585205354538E-005                  3.4416073257056085E-005                  9.3604492797731746E-005                  9.1127999999700435E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     680                                      676                  1.7215125144643462E+004                  1.9162685070523779E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998679094115E-001                  9.9999995546301801E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998679094115E-001                  9.9999995546301801E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.0560081461471702E+000                 -6.5093094528910783E+001                 -1.8487768472111153E+001                 -3.0560081461471698E+000                 -3.0560083509719216E+000                 -9.3824101228990937E+000                 -6.5093094528910783E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1586352284002279E+000                  4.1223566816454342E+000                  1.2671667204748864E+000                  2.9827371585109770E+000                 -1.7214702386537057E-006                  1.4306222314346826E+001                 -7.6043045798785369E-001                  6.8982932868654485E+000                  5.9281444420228291E-001                  8.7970426388807621E-001                  1.2202349248531148E+000                  7.5939999996509688E-001                  2.4037441660173556E-001                  3.4416073256989556E-005                  9.3604492797731665E-005                  1.0081585205396214E-005                  3.4416073257056085E-005                  9.3604492797731746E-005                  9.1127999999607390E+000                  2.8844929992208126E+000                                        0                                        0                                        3 
                                     685                                      677                  1.7633058779436320E+004                  1.9260168944234350E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998847707650E-001                  9.9999996080628029E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998847707650E-001                  9.9999996080628029E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.9521021561204170E+000                 -6.4246352133272239E+001                 -9.8999999999999986E+001                 -2.9521021561204170E+000                 -2.9521024950716481E+000                 -9.0597494212522083E+000                 -6.4246352133272239E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1659817434636981E+000                  4.1246003108734204E+000                  1.2535955049619405E+000                  3.0098795895368688E+000                 -1.6182034668066082E-006                  1.4356025370773771E+001                 -7.2329192543996645E-001                  6.9109197055472817E+000                  5.9281444420576312E-001                  8.7970426388462220E-001                  1.2202349248633997E+000                  7.5939999995473551E-001                  2.4037441660173695E-001                  3.4416073256913513E-005                  9.3604492797731692E-005                  1.0081585205484946E-005                  3.4416073257056085E-005                  9.3604492797731746E-005                  9.1127999999486669E+000                  2.8844929992208130E+000                                        0                                        0                                        3 
                                     690                                      678                  1.8060495128125320E+004                  1.9358488197275749E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998974167781E-001                  9.9999996545516723E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998974167781E-001                  9.9999996545516723E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8490361573372995E+000                 -6.3408241999309681E+001                 -9.8999999999999986E+001                 -2.8490361573372995E+000                 -2.8490367151486802E+000                 -8.7403333769022673E+000                 -6.3408241999309681E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1732994128602359E+000                  4.1267565188633126E+000                  1.2400382701638106E+000                  3.0369940591331286E+000                 -1.5171413066273814E-006                  1.4405746266239055E+001                 -6.8621632594731485E-001                  6.9235262136457587E+000                  5.9281444421227492E-001                  8.7970426388017875E-001                  1.2202349248766320E+000                  7.5939999994140561E-001                  2.4037441660173961E-001                  3.4416073256752780E-005                  9.3604492797731665E-005                  1.0081585205672462E-005                  3.4416073257056085E-005                  9.3604492797731746E-005                  9.1127999999329798E+000                  2.8844929992208135E+000                                        0                                        0                                        3 
                                     695                                      680                  1.8497799986368318E+004                  1.9457754977862567E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999072525669E-001                  9.9999996956226955E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999072525669E-001                  9.9999996956226955E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.7467780062586855E+000                 -6.2578513886644878E+001                 -9.8999999999999986E+001                 -2.7467780062586860E+000                 -2.7467789193158807E+000                 -8.4240647909429693E+000                 -6.2578513886644878E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1805896643007880E+000                  4.1288269042096539E+000                  1.2264929599558776E+000                  3.0640846795489947E+000                 -1.4184174560056987E-006                  1.4455396152268671E+001                 -6.4919312870983770E-001                  6.9361157449569006E+000                  5.9281444421916052E-001                  8.7970426387447054E-001                  1.2202349248936279E+000                  7.5939999992428409E-001                  2.4037441660174499E-001                  3.4416073256415484E-005                  9.3604492797731692E-005                  1.0081585206065985E-005                  3.4416073257056072E-005                  9.3604492797731746E-005                  9.1127999999126743E+000                  2.8844929992208153E+000                                        0                                        0                                        3 
                                     700                                      680                  1.8945186278553287E+004                  1.9556630593656665E+000                  1.2000000000000000E+001                  3.4377859696607807E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999213036939E-001                  9.9999997319004952E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999213036939E-001                  9.9999997319004952E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6453303751889017E+000                 -6.1757169133280271E+001                 -1.8061799739838872E+001                 -2.6453303751889017E+000                 -2.6453318616852521E+000                 -8.1109515825040273E+000                 -6.1757169133280271E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1878513286115284E+000                  4.1308131697991515E+000                  1.2129627641291454E+000                  3.0911450712024591E+000                 -1.3239791651478008E-006                  1.4504969095517477E+001                 -6.1222338841085855E-001                  6.9486850074256035E+000                  5.9281444422992213E-001                  8.7970426386715184E-001                  1.2202349249154194E+000                  7.5939999990233331E-001                  2.4037441660175532E-001                  3.4416073255712759E-005                  9.3604492797731665E-005                  1.0081585206885833E-005                  3.4416073257056065E-005                  9.3604492797731746E-005                  9.1127999998863931E+000                  2.8844929992208193E+000                                        0                                        0                                        3 
